step,loss,loss_num,loss_type,loss_order,loss_grammar,grad_norm,logit_max,weight_norm,lr,loss_total,loss_aux,aux_new_acc,aux_new_recall,aux_pos_acc,aux_merge_acc,aux_merge_recall,aux_count_acc,aux_count_mae,aux_cyc_acc,aux_period_acc,aux_period_mae
200,3.1444597244262695,5.301023483276367,0.37011027336120605,3.0695884227752686,1.0565543174743652,0.787943959236145,9.508333206176758,1293.145421331577,0.00012059999999999999,3.861196994781494,2.3891239166259766,0.9429473280906677,0.9327213764190674,0.571422815322876,0.8914074301719666,0.04813329130411148,0.171875,4.65625,0.49001240730285645,0.3336678743362427,6.094992637634277
210,3.1899538040161133,5.439099311828613,0.32368505001068115,3.1035523414611816,1.212303876876831,0.7245490550994873,9.632831573486328,1293.0968160587668,0.0001266,3.8161725997924805,2.087395668029785,0.9315789341926575,0.9029450416564941,0.5537829995155334,0.8817743062973022,0.0438772551715374,0.1875,4.59375,0.6763593554496765,0.5467371344566345,4.578945636749268
220,2.9005439281463623,4.871110439300537,0.2255607545375824,2.867959499359131,0.9619640707969666,0.6752406358718872,9.794709205627441,1293.0460616861283,0.0001326,3.577247381210327,2.2556779384613037,0.949333667755127,0.9479069709777832,0.6502049565315247,0.8928670287132263,0.06635944545269012,0.234375,3.96875,0.48208656907081604,0.38940441608428955,6.9468488693237305
230,2.9521517753601074,4.856875419616699,0.34850209951400757,2.785454511642456,0.957172691822052,0.750223696231842,9.969559669494629,1292.9944758602333,0.0001386,3.60184907913208,2.1656579971313477,0.9403877854347229,0.9288884401321411,0.6769276857376099,0.8961070775985718,0.09309590607881546,0.171875,3.796875,0.5155404210090637,0.4107099771499634,5.2653703689575195
240,3.0689237117767334,5.257696151733398,0.21768541634082794,2.7111732959747314,0.9198189973831177,0.6260391473770142,10.078266143798828,1292.942266708492,0.0001446,3.6792309284210205,2.0343570709228516,0.9414102435112,0.9193857908248901,0.6473403573036194,0.8894800543785095,0.100947305560112,0.28125,3.84375,0.594323992729187,0.516605794429779,4.49619197845459
250,3.104868173599243,5.305051803588867,0.16983795166015625,2.6121010780334473,0.9951627254486084,0.7105575203895569,10.163792610168457,1292.888566086587,0.00015059999999999997,3.7333197593688965,2.0948383808135986,0.9351551532745361,0.8655387759208679,0.6063825488090515,0.8906223177909851,0.13518299162387848,0.25,3.734375,0.5776163935661316,0.48264095187187195,4.751645565032959
260,2.851036310195923,4.761023044586182,0.2000764161348343,2.8614845275878906,0.7875776290893555,0.5234658718109131,10.373725891113281,1292.8353708970533,0.00015659999999999998,3.4325523376464844,1.9383862018585205,0.948229193687439,0.939207136631012,0.6664538383483887,0.8945398926734924,0.14839693903923035,0.28125,3.15625,0.6325421929359436,0.495218962430954,5.024078369140625
270,2.7925965785980225,4.944554328918457,0.22902323305606842,2.3067421913146973,0.7077462077140808,0.564699649810791,10.444519996643066,1292.7815243078949,0.0001626,3.4307565689086914,2.127199411392212,0.9361628890037537,0.8415944576263428,0.5933577418327332,0.9022722244262695,0.19696968793869019,0.234375,2.875,0.5828462243080139,0.4423705041408539,5.274139881134033
280,2.713749885559082,4.736972332000732,0.2593003511428833,2.3673393726348877,0.6512539982795715,0.6319071054458618,10.499945640563965,1292.726677020115,0.0001686,3.2781550884246826,1.8813506364822388,0.9492377042770386,0.9481533169746399,0.6594926118850708,0.8922964930534363,0.13782817125320435,0.390625,2.5625,0.6354094743728638,0.529014527797699,4.890556335449219
290,2.868929147720337,5.123795509338379,0.24538609385490417,2.2746756076812744,0.6544660329818726,0.6257613897323608,10.545220375061035,1292.6720144608494,0.00017459999999999996,3.3883025646209717,1.7312449216842651,0.9508883357048035,0.9457851052284241,0.7207325100898743,0.8892835974693298,0.14281541109085083,0.359375,2.546875,0.6705229878425598,0.58405601978302,3.0521018505096436
300,2.7344677448272705,4.693215370178223,0.13501465320587158,2.6396377086639404,0.5675413012504578,0.5230854749679565,10.693845748901367,1292.6143441348527,0.00018059999999999997,3.3812637329101562,2.155986785888672,0.9459440112113953,0.9292675852775574,0.6242126226425171,0.8833415508270264,0.15607580542564392,0.1875,3.109375,0.4815369248390198,0.43101751804351807,6.504570960998535
310,2.6616480350494385,4.545538425445557,0.1574442982673645,2.684553384780884,0.531795859336853,0.5572270750999451,10.867646217346191,1292.5549690556645,0.00018659999999999998,3.267603874206543,2.019853115081787,0.9431267976760864,0.931551992893219,0.6881592869758606,0.8959237933158875,0.2177978903055191,0.171875,3.203125,0.5990731120109558,0.49824512004852295,6.148521423339844
320,2.5296249389648438,4.656126976013184,0.1606835573911667,2.3862104415893555,0.45214423537254333,0.6466695070266724,10.824776649475098,1292.4959996877292,0.0001926,3.1081008911132812,1.928252935409546,0.9414322376251221,0.9119194149971008,0.6492874622344971,0.8846099376678467,0.22270983457565308,0.296875,2.46875,0.5430837869644165,0.46096062660217285,4.532338619232178
330,2.5106914043426514,4.390566825866699,0.1813775599002838,2.4338502883911133,0.45990994572639465,0.6756306290626526,10.884649276733398,1292.4376550565005,0.0001986,3.012453317642212,1.6725395917892456,0.9394911527633667,0.9026330709457397,0.7173535227775574,0.89702308177948,0.2074340581893921,0.34375,2.046875,0.7443474531173706,0.5735549926757812,4.530465602874756
340,2.7950263023376465,4.700292110443115,0.19823874533176422,2.367466688156128,0.4374709129333496,0.5432694554328918,10.941985130310059,1292.3793659426299,0.00020459999999999999,3.3499343395233154,1.8496935367584229,0.9646685123443604,0.9600937366485596,0.7332771420478821,0.8738950490951538,0.13716356456279755,0.359375,2.53125,0.5777778029441833,0.4651411473751068,5.0739946365356445
350,2.59118914604187,4.609908580780029,0.19195224344730377,2.485506534576416,0.38212454319000244,0.6173573136329651,10.974323272705078,1292.318943526628,0.00021059999999999997,3.1364471912384033,1.8175264596939087,0.953026294708252,0.9220386743545532,0.6088261604309082,0.8900448083877563,0.20391933619976044,0.375,1.9375,0.6187864542007446,0.5141866207122803,5.714725971221924
360,2.5304830074310303,4.35015869140625,0.18401019275188446,2.4116785526275635,0.3752962052822113,0.6497380137443542,11.157315254211426,1292.2603453570098,0.00021659999999999998,3.0769217014312744,1.8214623928070068,0.947773814201355,0.8890952467918396,0.7310361266136169,0.9061716794967651,0.18359375,0.3125,2.390625,0.5846028327941895,0.4745617210865021,5.825173854827881
370,2.5123298168182373,4.487253189086914,0.08433078974485397,2.1937825679779053,0.40294361114501953,0.73528653383255,11.222237586975098,1292.2008351710992,0.0002226,3.0656094551086426,1.8442656993865967,0.9563896656036377,0.930833101272583,0.7066870927810669,0.9046338796615601,0.2852574288845062,0.34375,2.015625,0.5103722214698792,0.39965546131134033,4.747872352600098
380,2.546363115310669,4.749117851257324,0.15059010684490204,2.2462620735168457,0.3489145040512085,0.4877992272377014,11.377237319946289,1292.14090072523,0.00022859999999999997,3.0606637001037598,1.7143352031707764,0.962769627571106,0.9573825597763062,0.7133987545967102,0.9025593400001526,0.20081453025341034,0.359375,1.9375,0.6306737065315247,0.5226269364356995,3.7608306407928467
390,2.426255941390991,4.3885273933410645,0.19029033184051514,2.1937644481658936,0.34933701157569885,0.7140856385231018,11.340916633605957,1292.079914752376,0.00023459999999999998,2.8764801025390625,1.5007470846176147,0.952157735824585,0.9342746734619141,0.7297940254211426,0.9088595509529114,0.29575639963150024,0.46875,1.46875,0.6779694557189941,0.5800316333770752,3.701747179031372
400,2.426848888397217,4.449016571044922,0.15507738292217255,2.2137136459350586,0.29112088680267334,0.5754977464675903,11.419013023376465,1292.0191785164002,0.0002406,2.9210476875305176,1.647329330444336,0.9459571838378906,0.9026558995246887,0.6211725473403931,0.9032235145568848,0.27640584111213684,0.359375,1.703125,0.6471827626228333,0.5409625172615051,4.002636909484863
410,2.2226009368896484,3.8507444858551025,0.10752304643392563,2.3491644859313965,0.29105839133262634,0.527073860168457,11.574628829956055,1291.95738772708,0.0002466,2.7894716262817383,1.8895692825317383,0.9556373357772827,0.9548500776290894,0.694420337677002,0.8881161212921143,0.3149442970752716,0.390625,1.734375,0.5049156546592712,0.3784506618976593,6.524930477142334
420,2.2966244220733643,3.9729323387145996,0.16330954432487488,2.391636371612549,0.3085571229457855,0.5643672943115234,11.746808052062988,1291.893907174492,0.00025259999999999996,2.8175454139709473,1.736402988433838,0.9548494219779968,0.9543026089668274,0.7369452118873596,0.8971207737922668,0.2606728672981262,0.390625,1.84375,0.5975825190544128,0.4638693928718567,6.471804618835449
430,2.580540895462036,4.392358303070068,0.19166651368141174,2.4762237071990967,0.2801602780818939,0.46754881739616394,11.741996765136719,1291.8313847883273,0.0002586,3.0599050521850586,1.5978801250457764,0.9588085412979126,0.9362788796424866,0.7465949654579163,0.9015486836433411,0.2732919156551361,0.390625,2.578125,0.6527084112167358,0.5473116636276245,4.8433966636657715
440,2.3332455158233643,4.164812088012695,0.12534092366695404,2.3586316108703613,0.2908141314983368,0.4977698028087616,11.831636428833008,1291.7635352502916,0.0002646,2.8575055599212646,1.7475332021713257,0.9559565186500549,0.9414252042770386,0.6417948007583618,0.9002587199211121,0.2679145932197571,0.34375,1.734375,0.5750419497489929,0.481995552778244,5.930045127868652
450,2.4196712970733643,4.322631359100342,0.15279856324195862,2.3963050842285156,0.29532870650291443,1.4159430265426636,11.770734786987305,1291.6952332654282,0.00027059999999999996,2.896714687347412,1.5901448726654053,0.9517498016357422,0.9391598701477051,0.6855338215827942,0.8874232769012451,0.2741492986679077,0.359375,1.296875,0.7275290489196777,0.606087327003479,4.3938069343566895
460,2.3889505863189697,4.056722164154053,0.12846297025680542,2.3596208095550537,0.2727677822113037,0.9975928068161011,11.938847541809082,1291.6294234496816,0.0002766,2.9175233840942383,1.761908769607544,0.9410123229026794,0.9026119709014893,0.637833297252655,0.8969162702560425,0.32548588514328003,0.421875,1.53125,0.5443969368934631,0.4599471390247345,6.089162826538086
470,2.144202947616577,3.9467949867248535,0.12062771618366241,2.0985443592071533,0.2788620591163635,0.6078028082847595,12.053629875183105,1291.5591978671746,0.0002826,2.686708450317383,1.8083515167236328,0.9425215125083923,0.9291300773620605,0.6236554384231567,0.9044382572174072,0.2778289020061493,0.40625,1.46875,0.51401287317276,0.3782940208911896,5.508807182312012
480,2.209530830383301,4.107292652130127,0.12739728391170502,2.2588765621185303,0.2630314230918884,0.6216294765472412,12.110302925109863,1291.4900202465267,0.00028859999999999997,2.6733617782592773,1.5461028814315796,0.9504409432411194,0.9170912504196167,0.701866626739502,0.9141101837158203,0.3472135365009308,0.421875,1.40625,0.5879514813423157,0.5503295063972473,4.251595973968506
490,2.255812644958496,4.1198835372924805,0.17416810989379883,2.1286959648132324,0.24179990589618683,0.5301086902618408,12.246038436889648,1291.423150489462,0.00029459999999999995,2.7098333835601807,1.5134023427963257,0.949862003326416,0.9194033145904541,0.7316705584526062,0.9009587168693542,0.25456178188323975,0.40625,1.4375,0.5932265520095825,0.5319505333900452,3.866446018218994
500,2.296126365661621,3.998640537261963,0.11219080537557602,2.3078434467315674,0.2785353362560272,1.1674388647079468,12.258136749267578,1291.352442362598,0.0003,2.781859874725342,1.6191115379333496,0.9481455087661743,0.9332040548324585,0.6800015568733215,0.9000837802886963,0.383174866437912,0.390625,1.390625,0.6075471639633179,0.5285574793815613,5.608120441436768
510,2.2055599689483643,4.072476387023926,0.07567984610795975,2.174001932144165,0.25378602743148804,0.643079400062561,12.339032173156738,1291.2844766356634,0.0002999998247999598,2.7553458213806152,1.832619071006775,0.9496773481369019,0.9017341136932373,0.6387937068939209,0.9112167358398438,0.36770305037498474,0.265625,1.921875,0.47765228152275085,0.4055171012878418,5.9355998039245605
520,2.170813798904419,3.6696977615356445,0.07721134275197983,2.3423807621002197,0.21250683069229126,0.6691482067108154,12.467772483825684,1291.2181593643645,0.0002999992992002938,2.644627094268799,1.5793777704238892,0.94933021068573,0.9492504596710205,0.7124888896942139,0.9066544771194458,0.33869579434394836,0.453125,1.171875,0.6691698431968689,0.48908400535583496,7.013469696044922
530,2.3454387187957764,4.02754020690918,0.13385102152824402,2.3491039276123047,0.21615348756313324,0.5430909991264343,12.491584777832031,1291.1516780928619,0.0002999984232023663,2.834869384765625,1.631435513496399,0.9498440027236938,0.9169957041740417,0.7281368970870972,0.8956711888313293,0.3192526400089264,0.390625,0.9375,0.606076717376709,0.4915122091770172,5.4780731201171875
540,2.218590021133423,3.8465466499328613,0.11562782526016235,2.4054861068725586,0.20956732332706451,0.7046172022819519,12.686810493469238,1291.0860625093512,0.0002999971968084511,2.6799538135528564,1.5378789901733398,0.9473758935928345,0.9425123333930969,0.6660221815109253,0.8984852433204651,0.3792065680027008,0.40625,1.140625,0.6062535643577576,0.5340912938117981,5.001412391662598
550,2.2772109508514404,3.9586477279663086,0.1331787407398224,2.265835762023926,0.21121098101139069,0.6130497455596924,12.78890609741211,1291.018470163545,0.0002999956200217312,2.734433889389038,1.5240764617919922,0.9594005346298218,0.9276752471923828,0.71152663230896,0.9061163663864136,0.40910452604293823,0.5,0.96875,0.6588504910469055,0.5087451338768005,5.208769798278809
560,2.403078556060791,4.358129978179932,0.1379164457321167,1.9403623342514038,0.20757944881916046,0.5998232364654541,12.79517650604248,1290.9523428415055,0.0002999936928462994,2.820795774459839,1.3923909664154053,0.9654259085655212,0.9583136439323425,0.7403878569602966,0.9204997420310974,0.36277085542678833,0.546875,1.25,0.6660024523735046,0.5723259449005127,4.101057052612305
570,2.1773736476898193,3.8811395168304443,0.06985402852296829,2.095802068710327,0.21307769417762756,0.5605009198188782,12.79897403717041,1290.8881179844018,0.00029999141528715763,2.6831953525543213,1.6860724687576294,0.9569743871688843,0.946349024772644,0.6678287982940674,0.9112744927406311,0.2746903598308563,0.421875,1.078125,0.5298718810081482,0.41646823287010193,5.469130516052246
580,2.1822102069854736,3.8290741443634033,0.11677835881710052,2.337820053100586,0.19319693744182587,1.1268631219863892,13.000624656677246,1290.8244342440164,0.0002999887873502176,2.6590182781219482,1.589359998703003,0.9564523100852966,0.9408355355262756,0.7409043908119202,0.9114011526107788,0.31092438101768494,0.484375,1.296875,0.5612173676490784,0.4704150855541229,6.259425640106201
590,2.1955819129943848,3.917994260787964,0.13039889931678772,2.1037375926971436,0.20308449864387512,0.622367262840271,13.122682571411133,1290.7593932224465,0.0002999858090423001,2.632955551147461,1.4579124450683594,0.9594916701316833,0.9572624564170837,0.7458609938621521,0.9013134837150574,0.3526514172554016,0.46875,1.140625,0.6204088926315308,0.5223223567008972,5.0230560302734375
600,2.1982038021087646,4.133067607879639,0.13078543543815613,1.8827593326568604,0.2110070437192917,0.7473899126052856,12.758905410766602,1290.693935722318,0.00029998248037113557,2.599980354309082,1.3392548561096191,0.952459454536438,0.9312174320220947,0.6817858815193176,0.910133957862854,0.3898012042045593,0.46875,0.953125,0.6903771758079529,0.6314408183097839,3.0231921672821045
610,1.8790690898895264,3.4982805252075195,0.04683854058384895,2.0482935905456543,0.1919528692960739,0.739923894405365,12.994943618774414,1290.6286748429866,0.0002999788013453637,2.3187503814697266,1.4656039476394653,0.9515532851219177,0.9335224032402039,0.7072896957397461,0.9031136631965637,0.25985151529312134,0.484375,1.078125,0.6039561629295349,0.488749235868454,5.316038608551025
620,1.9585611820220947,3.6882948875427246,0.10222502797842026,2.0015292167663574,0.19211982190608978,0.7099135518074036,13.309830665588379,1290.5656995311665,0.0002999747719745338,2.4217042922973633,1.5438107252120972,0.945707380771637,0.9117875695228577,0.6713753938674927,0.8839598298072815,0.3636363446712494,0.4375,0.890625,0.6326357126235962,0.557984471321106,5.1240997314453125
630,2.217930555343628,4.058279991149902,0.0786748006939888,1.8584529161453247,0.19392354786396027,2.0345633029937744,13.260327339172363,1290.5025294153402,0.0002999703922691041,2.6908376216888428,1.5763567686080933,0.9525474905967712,0.9256591200828552,0.7415570020675659,0.9001081585884094,0.3108702003955841,0.46875,1.0,0.5187636613845825,0.5221729874610901,4.452880382537842
640,2.2462611198425293,3.978386878967285,0.10323231667280197,2.1928045749664307,0.18196412920951843,0.6997299194335938,13.084052085876465,1290.4420917565212,0.0002999656622404425,2.710249900817871,1.5466289520263672,0.9519755244255066,0.9440461993217468,0.7281360626220703,0.9145660996437073,0.3820638656616211,0.5,0.828125,0.5370680093765259,0.5005374550819397,5.224264144897461
650,2.163163900375366,3.8632004261016846,0.07501482963562012,2.092562198638916,0.1857263594865799,0.8830816745758057,13.178213119506836,1290.379485630944,0.000299960581900826,2.661860704421997,1.6623226404190063,0.9553036093711853,0.9273289442062378,0.7086296677589417,0.909239649772644,0.38402366638183594,0.390625,1.125,0.4544140100479126,0.4280044734477997,6.044074535369873
660,2.160353899002075,3.943510055541992,0.15483099222183228,1.8821736574172974,0.2071647346019745,0.6331263780593872,13.029104232788086,1290.315993313906,0.000299955151263441,2.5803775787353516,1.4000792503356934,0.9555057287216187,0.9393585324287415,0.718665361404419,0.9182227849960327,0.3861643373966217,0.375,0.9375,0.6247694492340088,0.6037002801895142,2.6736133098602295
670,2.1260323524475098,3.974775552749634,0.0957171618938446,1.8894908428192139,0.21408022940158844,1.1300157308578491,13.193037033081055,1290.2532427782187,0.0002999493703423829,2.545984983444214,1.3998417854309082,0.9545581936836243,0.9100842475891113,0.6443878412246704,0.9056385159492493,0.32313308119773865,0.578125,0.578125,0.6662664413452148,0.6152955889701843,4.030647277832031
680,1.9193694591522217,3.5063977241516113,0.08796089887619019,2.068481683731079,0.19614596664905548,1.0147840976715088,13.486578941345215,1290.1918755783677,0.00029994323915265644,2.429666042327881,1.700989007949829,0.9444969296455383,0.8606745004653931,0.6054747700691223,0.908621072769165,0.4091043174266815,0.453125,0.78125,0.5057967901229858,0.43234747648239136,5.32710599899292
690,2.1294422149658203,3.6925697326660156,0.15597286820411682,2.17513370513916,0.17711220681667328,0.760970950126648,13.448729515075684,1290.1311350578883,0.00029993675771017547,2.6150171756744385,1.61858332157135,0.9515194296836853,0.9355942606925964,0.6719611883163452,0.9097023606300354,0.32944342494010925,0.5,0.78125,0.5117292404174805,0.4864780008792877,5.854499340057373
700,2.1094539165496826,3.7201719284057617,0.06321647018194199,2.071155309677124,0.1983807384967804,0.7172598242759705,13.5018310546875,1290.0702210799295,0.00029992992603176304,2.5550620555877686,1.4853607416152954,0.9633501172065735,0.9673116207122803,0.7652888298034668,0.9270283579826355,0.31448379158973694,0.46875,1.21875,0.5709062218666077,0.47070977091789246,5.853785991668701
710,2.0974278450012207,3.3962860107421875,0.07277920842170715,2.3088557720184326,0.16832883656024933,0.5978025197982788,13.565803527832031,1290.0117131283323,0.00029992274413515095,2.6080732345581055,1.7021510601043701,0.9592640399932861,0.9482928514480591,0.7304219603538513,0.9153367280960083,0.4351213574409485,0.515625,0.8125,0.41985929012298584,0.35989707708358765,6.0428009033203125
720,2.292008638381958,4.1708903312683105,0.16101521253585815,2.2030184268951416,0.17771464586257935,0.96214359998703,13.547508239746094,1289.951247961084,0.0002999152120389804,2.6906044483184814,1.3286528587341309,0.9632044434547424,0.9366520047187805,0.7070964574813843,0.9215197563171387,0.4347148537635803,0.515625,0.84375,0.6201280355453491,0.6283954381942749,3.3499772548675537
730,2.049870491027832,3.470980644226074,0.11361406743526459,2.1676390171051025,0.16959775984287262,0.724544882774353,13.63314151763916,1289.8908889558272,0.0002999073297628013,2.520793914794922,1.56974458694458,0.9480886459350586,0.9216177463531494,0.6627907156944275,0.889555037021637,0.36138132214546204,0.5,0.703125,0.5036224722862244,0.5178055763244629,5.087980270385742
740,2.1520252227783203,4.0223188400268555,0.07530048489570618,2.044447898864746,0.17319132387638092,1.2444088459014893,13.458528518676758,1289.8313416819362,0.00029989909732707257,2.5404582023620605,1.2947769165039062,0.9529765248298645,0.9205618500709534,0.6639124751091003,0.9130995869636536,0.40683409571647644,0.515625,0.75,0.6437845230102539,0.603213906288147,3.544722557067871
750,2.111525774002075,3.74200439453125,0.13321930170059204,2.2847447395324707,0.16236385703086853,1.0416148900985718,13.761385917663574,1289.7682422990265,0.0002998905147531619,2.537165880203247,1.4188004732131958,0.9473904371261597,0.913526177406311,0.691041111946106,0.9142737984657288,0.3828951418399811,0.46875,0.9375,0.6579434871673584,0.5645554065704346,4.139678955078125
760,2.2890093326568604,4.003833293914795,0.11455591022968292,2.175875425338745,0.16485460102558136,0.830578625202179,13.775786399841309,1289.7084964087162,0.00029988158206334587,2.7040319442749023,1.3834089040756226,0.9666505455970764,0.9632534384727478,0.769599974155426,0.9232518076896667,0.4265536665916443,0.5,0.8125,0.6610791683197021,0.5919049382209778,4.5055460929870605
770,2.1032066345214844,3.875703811645508,0.08114723116159439,2.1446430683135986,0.17568646371364594,0.7885714769363403,13.615569114685059,1289.6509639029864,0.00029987229928080973,2.570416212081909,1.5573649406433105,0.9524762034416199,0.9416539669036865,0.6937710642814636,0.9130039215087891,0.41335999965667725,0.609375,0.5625,0.40923866629600525,0.46805012226104736,4.3480544090271
